slug,type,author,title,series,number
the-playboy-book-of-science-fiction-turner,book,Alice K. Turner,The Playboy Book of Science Fiction,,
from-counterculture-to-cyberculture-stewart-brand-the-whole-earth-network-and-the-rise-of-digital-utopianism-turner,book,Fred Turner,"From Counterculture to Cyberculture: Stewart Brand, the Whole Earth Network, and the Rise of Digital Utopianism",,
kill-anything-that-moves-the-real-american-war-in-vietnam-american-empire-project-turse,book,Nick Turse,Kill Anything That Moves: The Real American War in Vietnam (American Empire Project),,
the-case-of-the-toxic-spell-dump-turtledove,book,Harry Turtledove,The Case of the Toxic Spell Dump,,
the-adventures-of-huckleberry-finn-twain-guy-cardwell,book,Mark Twain,The Adventures of Huckleberry Finn,,
tao-te-ching-a-new-english-version-perennial-classics-tzu-stephen-mitchell,book,Lao Tzu,Tao Te Ching: A New English Version (Perennial Classics),,
how-to-not-die-alone-the-surprising-science-that-will-help-you-find-love-ury,book,Logan Ury,How to Not Die Alone: The Surprising Science That Will Help You Find Love,,
fate-accelerated-valentine-leonard-balsera,rpg,Clark Valentine,Fate Accelerated,,
the-phoenix-program-americas-use-of-terror-in-vietnam-valentine-mark-crispin-miller,book,Douglas Valentine,The Phoenix Program: America's Use of Terror in Vietnam,,
firefly-role-playing-game-gaming-in-the-verse-valentinelli-margaret-weis,rpg,Monica Valentinelli,Firefly Role-Playing Game: Gaming in the 'Verse,,
beyond-the-stones-of-machu-picchu-folk-tales-and-stories-of-inca-life-vanbuskirk-angel-l-callanaupa-alvarez,book,Elizabeth Conrad VanBuskirk,Beyond the Stones of Machu Picchu: Folk Tales and Stories of Inca Life,,
acceptance-vandermeer,book,Jeff Vandermeer,Acceptance,Southern Reach,3
annihilation-vandermeer,book,Jeff Vandermeer,Annihilation,Southern Reach,1
authority-vandermeer,book,Jeff Vandermeer,Authority,Southern Reach,2
diagnosis-and-the-dsm-a-critical-review-palgrave-pivot-vanheule,book,Stijn Vanheule,Diagnosis and the DSM: A Critical Review (Palgrave Pivot),,
2021-on-goodreads-various,book,Various Various,2021 on Goodreads,,
disabled-rights-american-disability-policy-and-the-fight-for-equality-vaughn,book,Jacqueline Vaughn,Disabled Rights: American Disability Policy and the Fight for Equality,,
the-13th-valley-vecchio,book,John M. Del Vecchio,The 13th Valley,,
shadow-of-the-short-days-vilhjalmsson,book,Alexander Dan Vilhjálmsson,Shadows of the Short Days,,
the-storm-beneath-a-midnight-sun-vilhjalmsson,book,Alexander Dan Vilhjálmsson,The Storm Beneath a Midnight Sun,,
catspaw-vinge,book,Joan D. Vinge,Catspaw,,
the-snow-queen-vinge,book,Joan D. Vinge,The Snow Queen,,
a-deepness-in-the-sky-vinge,book,Vernor Vinge,A Deepness in the Sky,,
a-fire-upon-the-deep-vinge,book,Vernor Vinge,A Fire Upon the Deep,,
rainbows-end-vinge,book,Vernor Vinge,Rainbows End,,
the-innovation-delusion-how-our-obsession-with-the-new-has-disrupted-the-work-that-matters-most-vinsel-andrew-l-russell,book,Lee Vinsel,The Innovation Delusion: How Our Obsession with the New Has Disrupted the Work That Matters Most,,
into-the-riverlands-vo,book,Nghi Vo,Into the Riverlands,The Singing Hills Cycle,3
mammoths-at-the-gates-vo,book,Nghi Vo,Mammoths at the Gates,The Singing Hills Cycle,4
the-chosen-and-the-beautiful-vo,book,Nghi Vo,The Chosen and the Beautiful,,
the-empress-of-salt-and-fortune-vo,book,Nghi Vo,The Empress of Salt and Fortune,The Singing Hills Cycle,1
the-sea-is-ours-tales-of-steampunk-southeast-asia-vo-shing-yin-khor,book,Nghi Vo,The SEA Is Ours: Tales of Steampunk Southeast Asia,,
what-the-dead-know-vo,book,Nghi Vo,What the Dead Know,,
when-the-tiger-came-down-the-mountain-vo,book,Nghi Vo,When the Tiger Came Down the Mountain,The Singing Hills Cycle,2
the-therapeutic-revolution-essays-in-the-social-history-of-american-medicine-anniversary-collection-vogel,book,Morris J. Vogel,The Therapeutic Revolution: Essays in the Social History of American Medicine (Anniversary Collection),,
the-art-of-community-seven-principles-for-belonging-vogl,book,Charles H. Vogl,The Art of Community: Seven Principles for Belonging,,
the-writers-journey-mythic-structure-for-writers-vogler,book,Christopher Vogler,The Writer's Journey: Mythic Structure for Writers,,
never-split-the-difference-negotiating-as-if-your-life-depended-on-it-voss-tahl-raz,book,Chris Voss,Never Split the Difference: Negotiating As If Your Life Depended On It,,
drawing-blood-technology-and-disease-identity-in-twentieth-century-america-wailoo,book,Keith Wailoo,Drawing Blood: Technology and Disease Identity in Twentieth-Century America,,
rust-the-longest-war-waldman,book,Jonathan Waldman,Rust: The Longest War,,
resilience-thinking-sustaining-ecosystems-and-people-in-a-changing-world-walker-david-salt,book,Brian Walker,Resilience Thinking: Sustaining Ecosystems and People in a Changing World,,
among-others-walton,book,Jo Walton,Among Others,,
breakneck-wang,book,Dan Wang,Breakneck: China's Quest to Engineer the Future,,
foundations-of-disability-studies-wappett-k-arndt,book,Matthew Wappett,Foundations of Disability Studies,,
shooting-at-the-moon-the-story-of-americas-clandestine-war-in-laos-warner,book,Roger Warner,Shooting At The Moon: The Story of America's Clandestine War in Laos,,
prescribed-writing-filling-using-and-abusing-the-prescription-in-modern-america-watkins-jeremy-a-greene,book,Elizabeth Siegel Watkins,"Prescribed: Writing, Filling, Using, and Abusing the Prescription in Modern America",,
the-first-90-days-proven-strategies-for-getting-up-to-speed-faster-and-smarter-watkins,book,Michael D. Watkins,The First 90 Days: Proven Strategies for Getting Up to Speed Faster and Smarter,,
blindsight-watts,book,Peter Watts,Blindsight,,
the-rise-of-nuclear-fear-weart,book,Spencer R. Weart,The Rise of Nuclear Fear,,
data-a-love-story-how-i-gamed-online-dating-to-meet-my-match-webb,book,Amy Webb,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",,
running-on-empty-no-more-transform-your-relationships-with-your-partner-your-parents-your-children-webb,book,Jonice Webb,"Running on Empty No More: Transform Your Relationships with Your Partner, Your Parents & Your Children",,
data-science-in-production-building-scalable-model-pipelines-with-python-weber,book,Ben Weber,Data Science in Production: Building Scalable Model Pipelines with Python,,
field-of-dishonor-weber,book,David Weber,Field of Dishonor,Honor Harrington,4
flag-in-exile-weber,book,David Weber,Flag in Exile,Honor Harrington,5
heirs-of-empire-weber,book,David Weber,Heirs of Empire,,
off-armageddon-reef-weber,book,David Weber,Off Armageddon Reef,,
path-of-the-fury-weber,book,David Weber,Path of the Fury,,
the-honor-of-the-queen-weber,book,David Weber,The Honor of the Queen,Honor Harrington,2
the-short-victorious-war-weber,book,David Weber,The Short Victorious War,Honor Harrington,3
the-palace-job-weekes,book,Patrick Weekes,The Palace Job,,
sensemaking-in-organizations-foundations-for-organizational-science-weick,book,Karl E. Weick,Sensemaking in Organizations (Foundations for Organizational Science),,
the-psychology-of-computer-programming-weinberg,book,Gerald M. Weinberg,The Psychology of Computer Programming,,
small-pieces-loosely-joined-a-unified-theory-of-the-web-weinberger,book,David Weinberger,Small Pieces Loosely Joined: A Unified Theory Of The Web,,
enemies-a-history-of-the-fbi-weiner,book,Tim Weiner,Enemies: A History of the FBI,,
a-city-on-mars-can-we-settle-space-should-we-settle-space-and-have-we-really-thought-this-through-weinersmith-zach-weinersmith,book,Kelly Weinersmith,"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",,
the-martian-weir,book,Andy Weir,The Martian,,
structuring-an-energy-technology-revolution-weiss-william-b-bonvillian,book,Charles Weiss,Structuring an Energy Technology Revolution,,
nineteen-sixty-eight-weiss-stephen-j-weiss,book,Stephen Weiss,Nineteen Sixty-Eight,,
healthy-sleep-habits-happy-child-weissbluth,book,Marc Weissbluth,"Healthy Sleep Habits, Happy Child",,
it-takes-two-to-talk-a-practical-guide-for-parents-of-children-with-language-delays-weitzman-pat-cupples,book,Elaine Weitzman,It Takes Two to Talk: A Practical Guide For Parents of Children With Language Delays,,
restricted-data-the-history-of-nuclear-secrecy-in-the-united-states-wellerstein,book,Alex Wellerstein,Restricted Data: The History of Nuclear Secrecy in the United States,,
fluency-wells,book,Jennifer Foehner Wells,Fluency,,
all-systems-red-wells,book,Martha Wells,All Systems Red,Murderbot Diaries,1
artificial-condition-wells,book,Martha Wells,Artificial Condition,Murderbot Diaries,2
exit-strategy-wells,book,Martha Wells,Exit Strategy,Murderbot Diaries,4
rogue-protocol-wells,book,Martha Wells,Rogue Protocol,Murderbot Diaries,3
barbarians-to-angels-the-dark-ages-reconsidered-wells,book,Peter S. Wells,Barbarians to Angels: The Dark Ages Reconsidered,,
l-ron-hubbard-presents-writers-of-the-future-25-wentworth-l-ron-hubbard,book,K.D. Wentworth,"L. Ron Hubbard Presents Writers of the Future, 25",,
no-true-glory-a-frontline-account-of-the-battle-for-fallujah-west-robertson-dean,book,Bing West,No True Glory: A Frontline Account of the Battle for Fallujah,,
the-village-west,book,Bing West,The Village,,
escaping-the-rabbit-hole-how-to-debunk-conspiracy-theories-using-facts-logic-and-respect-west,book,Mick West,"Escaping the Rabbit Hole: How to Debunk Conspiracy Theories Using Facts, Logic, and Respect",,
the-hot-rock-westlake,book,Donald E. Westlake,The Hot Rock,,
born-to-kvetch-yiddish-language-and-culture-in-all-of-its-moods-the-essential-guide-to-jewish-heritage-survival-and-european-folklore-ps-wex,book,Michael Wex,"Born to Kvetch: Yiddish Language and Culture in All of Its Moods – The Essential Guide to Jewish Heritage, Survival, and European Folklore (P.S.)",,
untypical-wharmby,book,Pete Wharmby,Untypical: How the World Isn’t Built for Autistic People and What We Should All Do About it,,
midnight-in-the-pacific-guadalcanal-the-world-war-ii-battle-that-turned-the-tide-of-war-wheelan,book,Joseph Wheelan,Midnight in the Pacific: Guadalcanal--The World War II Battle That Turned the Tide of War,,
killing-gravity-white,book,Corey J. White,Killing Gravity,,
night-fighter-over-germany-flying-beaufighters-and-mosquitoes-in-world-war-2-white,book,Graham White,Night Fighter over Germany: Flying Beaufighters and Mosquitoes in World War 2,,
in-the-long-run-white,book,Jonathan White,In the Long Run: The Future as a Political Idea,,
the-great-big-book-of-horrible-things-the-definitive-chronicle-of-historys-100-worst-atrocities-white,book,Matthew White,The Great Big Book of Horrible Things: The Definitive Chronicle of History's 100 Worst Atrocities,,
bridge-of-spies-a-true-story-of-the-cold-war-whittell,book,Giles Whittell,Bridge of Spies: A True Story of the Cold War,,
the-inheritance-of-rome-illuminating-the-dark-ages-400-1000-wickham,book,Chris Wickham,"The Inheritance of Rome: Illuminating the Dark Ages, 400-1000",,
rat-queens-vol-1-sass-sorcery-wiebe-roc-upchurch,book,Kurtis J. Wiebe,"Rat Queens, Vol. 1: Sass & Sorcery",,
uncanny-valley-wiener,book,Anna Wiener,Uncanny Valley,,
the-boys-of-67-charlie-companys-war-in-vietnam-general-military-wiest,book,Andrew Wiest,The Boys of '67: Charlie Company's War in Vietnam (General Military),,
vietnams-forgotten-army-heroism-and-betrayal-in-the-arvn-wiest-james-webb,book,Andrew Wiest,Vietnam's Forgotten Army: Heroism and Betrayal in the ARVN,,
the-mountain-is-you-transforming-self-sabotage-into-self-mastery-wiest,book,Brianna Wiest,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,,
understanding-by-design-wiggins-jay-mctighe,book,Grant P. Wiggins,Understanding by Design,,
pilgrim-machines-wijeratne,book,Yudhanjaya Wijeratne,Pilgrim Machines,,
the-salvage-crew-wijeratne,book,Yudhanjaya Wijeratne,The Salvage Crew,,
the-art-of-making-memories-how-to-create-and-remember-happy-moments-wiking,book,Meik Wiking,The Art of Making Memories: How to Create and Remember Happy Moments,,
the-integral-vision-a-very-short-introduction-to-the-revolutionary-integral-approach-to-life-god-the-universe-and-everything-wilber,book,Ken Wilber,"The Integral Vision: A Very Short Introduction to the Revolutionary Integral Approach to Life, God, the Universe, and Everything",,
storyteller-writing-lessons-more-from-27-years-of-the-clarion-writers-workshop-wilhelm,book,Kate Wilhelm,Storyteller: Writing Lessons & More from 27 Years of the Clarion Writers' Workshop,,
where-late-the-sweet-birds-sang-wilhelm,book,Kate Wilhelm,Where Late the Sweet Birds Sang,,
grab-their-belts-to-fight-them-the-viet-congs-big-unit-war-against-the-us-1965-1966-wilkins,book,Warren K. Wilkins,"Grab Their Belts To Fight Them: The Viet Cong's Big Unit War Against the U.S., 1965-1966",,
hardwired-williams,book,Walter Jon Williams,Hardwired,,
solipsystem-williams,book,Walter Jon Williams,Solip:System,,
the-praxis-williams,book,Walter Jon Williams,The Praxis,,
voice-of-the-whirlwind-williams,book,Walter Jon Williams,Voice of the Whirlwind,,
all-clear-oxford-time-travel-4-willis,book,Connie Willis,"All Clear (Oxford Time Travel, 4)",,
blackout-willis,book,Connie Willis,Blackout,,
doomsday-book-willis,book,Connie Willis,Doomsday Book,,
to-say-nothing-of-the-dog-willis,book,Connie Willis,To Say Nothing of the Dog,,
consider-the-fork-a-history-of-how-we-cook-and-eat-wilson,book,Bee Wilson,Consider the Fork: A History of How We Cook and Eat,,
spin-wilson,book,Robert Charles Wilson,Spin,,
the-affinities-wilson-teresa-nielsen-hayden,book,Robert Charles Wilson,The Affinities,,
the-chronoliths-wilson,book,Robert Charles Wilson,The Chronoliths,,
douglas-a-4-skyhawk-attack-and-close-support-fighter-bomber-pen-and-sword-large-format-aviation-books-winchester,book,Jim Winchester,Douglas A-4 Skyhawk: Attack and Close-Support Fighter Bomber (Pen and Sword Large Format Aviation Books),,
atlantic-great-sea-battles-heroic-discoveries-titanic-storms-a-vast-ocean-of-a-million-stories-winchester,book,Simon Winchester,"Atlantic: Great Sea Battles, Heroic Discoveries, Titanic Storms & a Vast Ocean of a Million Stories",,
krakatoa-the-day-the-world-exploded-august-27-1883-winchester,book,Simon Winchester,"Krakatoa: The Day the World Exploded: August 27, 1883",,
the-perfectionists-how-precision-engineers-created-the-modern-world-winchester,book,Simon Winchester,The Perfectionists: How Precision Engineers Created the Modern World,,
autonomous-technology-technics-out-of-control-as-a-theme-in-political-thought-winner,book,Langdon Winner,Autonomous Technology: Technics-out-of-Control as a Theme in Political Thought,,
the-ultra-secret-winterbotham,book,F.W. Winterbotham,The Ultra Secret,,
priceless-how-i-went-undercover-to-rescue-the-worlds-stolen-treasures-wittman-john-shiffman,book,Robert K. Wittman,Priceless: How I Went Undercover to Rescue the World's Stolen Treasures,,
the-claw-of-the-conciliator-wolfe,book,Gene Wolfe,The Claw of the Conciliator,,
the-shadow-of-the-torturer-wolfe,book,Gene Wolfe,The Shadow of the Torturer,,
radical-chic-mau-mauing-the-flak-catchers-wolfe,book,Tom Wolfe,Radical Chic & Mau-Mauing the Flak Catchers,,
the-right-stuff-wolfe,book,Tom Wolfe,The Right Stuff,,
fire-and-fury-inside-the-trump-white-house-wolff,book,Michael Wolff,Fire and Fury: Inside the Trump White House,,
in-pharaohs-army-memories-of-the-lost-war-wolff,book,Tobias Wolff,In Pharaoh's Army: Memories of the Lost War,,
the-machine-that-changed-the-world-the-story-of-lean-production-womack-daniel-t-jones,book,James P. Womack,The Machine That Changed the World : The Story of Lean Production,,
the-first-days-of-school-how-to-be-an-effective-teacher-with-cd-wong-rosemary-t-wong,book,Harry K. Wong,The First Days of School: How to Be An Effective Teacher [with CD],,
bang-bang-bodhisattva-wood,book,Aubrey Wood,Bang Bang Bodhisattva,,
fear-trump-in-the-white-house-woodward,book,Bob Woodward,Fear: Trump in the White House,,
the-invention-of-science-a-new-history-of-the-scientific-revolution-wootton,book,David Wootton,The Invention of Science: A New History of the Scientific Revolution,,
